TreeRepresentative	ClusterID	GenomeID	Contig	ID	strand	start	end	DefenseSystem	Feature_type	gene	genomad_specificity_class	HMM_Annot_IDs	product_description	PlotLabel	fill
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_009925817.1	-	30221	30796	NA	CDS	NA	CP	PF14512;COG3560;TIGR02476;K04719;PF14512;COG3560;TIGR02476;K19286;PF14512;COG3560;TIGR03553;K04719	Fatty acid repression mutant protein (predicted oxidoreductase)	PF00881	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_003721271.1	-	30966	31331	NA	CDS	isdG	CC;CP	PF03992;K07145;COG1359;TIGR03792;PF03992;K07145;COG2329;TIGR03792;PF03992;K07145;TIGR03792;COG1359	Antibiotic biosynthesis monooxygenase;Heme-degrading monooxygenase HmoA and related ABM domain proteins;Quinol monooxygenase YgiN	isdG	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_070228599.1	-	31489	31968	NA	CDS	NA	NA	PF06445	GyrI-like domain-containing protein	PF06445	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_003725208.1	-	32058	33161	NA	CDS	rlmN	NA	PF04055;PF21016	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_149585343.1	-	33312	35012	NA	CDS	NA	NA	PF06100	oleate hydratase	PF06100	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_003735640.1	-	35122	35682	NA	CDS	NA	NA	PF00440;PF14278	TetR/AcrR family transcriptional regulator	PF00440;PF14278	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_070234231.1	-	35844	36188	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_070234230.1	-	36528	37667	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_241762112.1	+	38023	38082	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_149585344.1	-	38318	42070	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_176744365.1	-	42165	42326	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	FZ079_RS15225	+	42400	42591	NA	CDS	NA	NA	NA	helix-turn-helix domain-containing protein	helix-turn-helix domain-containing protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_235022191.1	-	43062	43193	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_061385983.1	-	43466	43732	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_031645299.1	-	43808	44113	NA	CDS	NA	NA	PF00746	LPXTG cell wall anchor domain-containing protein	PF00746	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_015454185.1	-	44141	44626	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_070228717.1	-	44646	45116	NA	CDS	NA	NA	NA	tRNA (uracil-5-)-methyltransferase	tRNA (uracil-5-)-methyltransferase	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_149585345.1	-	45182	47200	NA	CDS	NA	NA	PF03382;PF09479	BspA family leucine-rich repeat surface protein	PF03382;PF09479	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_070212757.1	-	47336	49405	NA	CDS	NA	NA	PF03382;PF09479	BspA family leucine-rich repeat surface protein	PF03382;PF09479	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_070231634.1	-	49657	51195	NA	CDS	NA	CP	PF05043;TIGR02844;COG3711;K21601	Mga helix-turn-helix domain	PF05043	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_256263975.1	-	51579	51707	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_070241278.1	-	52016	53566	NA	CDS	NA	NA	PF01968;PF05378	hydantoinase/oxoprolinase N-terminal domain-containing protein	PF01968;PF05378	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_149120856.1	-	53559	54659	NA	CDS	NA	NA	PF06032;PF20906	DUF917 domain-containing protein	PF06032;PF20906	else
WP_149585344.1	VI	GCF_008271085.1	NZ_VTKM01000003.1	WP_070233958.1	-	54660	55943	NA	CDS	NA	CP	COG1953	Cytosine/uracil/thiamine/allantoin permease	PF02133	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206568.1	+	2354070	2358461	NA	CDS	NA	NA	PF13573;PF13585;PF18911;PF19406	PKD domain-containing protein	PF13573;PF13585;PF18911;PF19406	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206569.1	+	2358478	2359479	NA	CDS	NA	CC;CP	PF11751;TIGR03519	type IX secretion system membrane protein, PorP/SprF family	PF11751	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206570.1	-	2359712	2360326	NA	CDS	NA	NA	NA	HD domain-containing protein	HD domain-containing protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	D0460_RS10485	+	2361034	2361150	NA	tRNA	NA	NA	NA	tRNA-OTHER	tRNA	tRNA
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206571.1	+	2361408	2363648	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206572.1	+	2364130	2365551	NA	CDS	NA	NA	PF01139	RtcB family protein	PF01139	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_121360503.1	+	2365986	2366306	NA	CDS	NA	NA	PF00717	S24 family peptidase	PF00717	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206573.1	+	2366311	2366649	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206574.1	+	2366743	2367540	NA	CDS	NA	NA	PF01026	TatD family hydrolase	PF01026	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206575.1	+	2367734	2371654	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206576.1	-	2371752	2372156	NA	CDS	NA	NA	PF01381	helix-turn-helix domain-containing protein	PF01381	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206577.1	-	2372291	2373088	NA	CDS	NA	NA	PF02518;PF07730	sensor histidine kinase	PF02518;PF07730	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_187775499.1	-	2373085	2373666	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206578.1	-	2373720	2374367	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206579.1	-	2374374	2375003	NA	CDS	NA	NA	PF00072;PF00196	response regulator transcription factor	PF00072;PF00196	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206580.1	+	2375212	2376480	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206581.1	+	2376495	2377763	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206582.1	+	2378109	2381201	NA	CDS	NA	NA	PF05406;PF20103;PF25148;PF25149	DUF6493 family protein	PF05406;PF20103;PF25148;PF25149	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206583.1	+	2381207	2382535	NA	CDS	NA	CP	COG5431	Predicted nucleic acid-binding protein, contains Zn-finger domain	PF04434	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_159436639.1	+	2383505	2383666	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206584.1	+	2383777	2384280	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_012026695.1	+	2384425	2384970	NA	CDS	NA	NA	PF00929	3'-5' exonuclease	PF00929	else
WP_149206575.1	III	GCF_008329825.1	NZ_CP031763.1	WP_149206585.1	+	2385221	2386486	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315246.1	-	37719	38801	NA	CDS	serC	NA	PF00266	3-phosphoserine/phosphohydroxythreonine transaminase	serC	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315247.1	+	39138	39623	NA	CDS	NA	VC	PF04525;COG4894	Uncharacterized protein YxjI, Tubby2 superfamily	PF04525	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_026466331.1	-	39988	41013	NA	CDS	ftsY	CV	PF02881;PF01591;K03106;TIGR00959;COG0541	signal recognition particle protein	ftsY	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315248.1	-	41479	42300	NA	CDS	NA	NA	PF08282	Cof-type HAD-IIB family hydrolase	PF08282	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315249.1	-	42394	45960	NA	CDS	smc	NA	PF02463;PF06470	chromosome segregation protein SMC	smc	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315250.1	-	45981	46724	NA	CDS	rnc	NA	PF00035;PF14622	ribonuclease III	rnc	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315251.1	-	46757	46996	NA	CDS	acpP	CP;VC	PF10501;K14188;TIGR04069;PF10501;K16025;TIGR04069;PF10501;TIGR01688;K14669	D-alanine--poly(phosphoribitol) ligase, subunit 2;peptide maturation system acyl carrier-related protein;Ribosomal subunit 39S	acpP	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315252.1	-	47099	48121	NA	CDS	plsX	CP	PF02504;K03621;TIGR00182;COG0416	Fatty acid synthesis protein	plsX	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315253.1	-	48289	50340	NA	CDS	recG	NA	PF00270;PF00271;PF17191;PF19833	ATP-dependent DNA helicase RecG	recG	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315254.1	-	50451	51458	NA	CDS	NA	CP	PF00296;K23464;TIGR04036;COG2141;PF00296;TIGR03558;COG2141;K00320;PF00296;TIGR03558;COG2141;K14733	luciferase family oxidoreductase, group 1;putative luciferase-like monooxygenase, FMN-dependent, CE1758 family	PF00296	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315255.1	+	51673	52494	NA	CDS	NA	NA	PF03180	MetQ/NlpA family ABC transporter substrate-binding protein	PF03180	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315256.1	-	52571	56230	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315257.1	-	56439	57017	NA	CDS	NA	VV	PF01520;COG0860;TIGR02883	N-acetylmuramoyl-L-alanine amidase	PF01520	phage
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_149315258.1	-	57026	57565	NA	CDS	NA	NA	NA	sigma-70 family RNA polymerase sigma factor	sigma-70 family RNA polymerase sigma factor	else
WP_149315256.1	VI	GCF_008330105.2	NZ_WVES01000013.1	WP_165703018.1	+	57704	58633	NA	CDS	NA	NA	PF13276	IS3 family transposase	PF13276	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491752.1	-	341007	341690	NA	CDS	NA	CP	PF07379;K02457;TIGR01708;COG4970	type II secretion system protein H	PF07963	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_011513862.1	-	341867	342550	NA	CDS	NA	CP	PF13022;TIGR03384;COG1309;K13770	transcriptional repressor BetI	PF00440	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491753.1	-	342784	343572	NA	CDS	NA	NA	PF01026	TatD family hydrolase	PF01026	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491754.1	-	343721	345508	NA	CDS	NA	NA	PF00437;PF05157	GspE/PulE family protein	PF00437;PF05157	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_133104542.1	-	345572	346414	NA	CDS	tsaA	NA	PF01980;PF18389	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	tsaA	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_011513866.1	+	346813	347586	NA	CDS	NA	NA	PF00175;PF00970	ferredoxin--NADP reductase	PF00175;PF00970	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	FQ082_RS01370	+	347726	347812	NA	tRNA	NA	NA	NA	tRNA-Leu	tRNA	tRNA
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491755.1	+	347977	349356	NA	CDS	NA	NA	PF00589;PF13356;PF22022	tyrosine-type recombinase/integrase	PF00589;PF13356;PF22022	integrase
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491756.1	+	349557	351098	RM_type_I	CDS	NA	NA	PF02384;PF12161	MTase_I	MTase_I	RM_type_I
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491757.1	+	351095	352285	RM_type_I	CDS	NA	NA	PF01420	Specificity_I	Specificity_I	RM_type_I
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491758.1	+	352278	355382	RM_type_I	CDS	NA	NA	PF04313;PF12008;PF18766;PF22679	REase_I	REase_I	RM_type_I
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491759.1	+	355570	359166	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491760.1	+	359551	360141	NA	CDS	NA	NA	PF00239;PF02796	recombinase family protein	PF00239;PF02796	integrase
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491761.1	-	360705	361133	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491762.1	-	361417	361860	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491763.1	-	362483	362878	NA	CDS	NA	PV	PF10709	hypothetical protein	hypothetical protein	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_223145328.1	-	362863	363138	NA	CDS	NA	NA	PF05901	excalibur calcium-binding domain-containing protein	PF05901	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491764.1	+	363913	365706	NA	CDS	NA	CP	PF06980	DUF1302 domain-containing protein	PF06980	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491765.1	+	365782	366954	NA	CDS	NA	NA	PF03435	saccharopine dehydrogenase family protein	PF03435	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491766.1	+	366990	369479	NA	CDS	NA	CP	PF09820;K03556;COG2909;TIGR02928	ATP-, maltotriose- and DNA-dependent transcriptional regulator MalT	PF00196;PF13401;PF17874	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_262498131.1	+	369594	370880	NA	CDS	NA	NA	PF13347	MFS transporter	PF13347	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491768.1	-	371083	371334	NA	CDS	NA	NA	PF05930	helix-turn-helix transcriptional regulator	PF05930	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491769.1	-	371503	372408	NA	CDS	NA	NA	PF18897	hydrolase or metal-binding protein	PF18897	else
WP_149491759.1	III	GCF_008369245.1	NZ_VOBF01000001.1	WP_149491770.1	-	372532	373638	NA	CDS	NA	NA	PF09588	YqaJ viral recombinase family protein	PF09588	integrase
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289922.1	+	210739	211437	NA	CDS	NA	CP	PF08856	DUF1826 domain-containing protein	DUF1826 domain-containing protein	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289923.1	-	211564	212412	NA	CDS	NA	NA	PF03629	sialate O-acetylesterase	PF03629	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289924.1	-	212415	212969	NA	CDS	NA	CP;PC	PF13022;PF16295;COG1309;TIGR03968;K18294;PF13022;PF17934;K18294;TIGR03968;COG1309;PF13022;PF19352;K18294;TIGR03613;COG1309	DNA-binding transcriptional regulator, AcrR family;mycofactocin system transcriptional regulator;pyrimidine utilization regulatory protein R	PF00440	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289925.1	+	213258	215057	NA	CDS	NA	CC	PF03865	Haemolysin secretion/activation protein ShlB/FhaC/HecB	PF03865	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289926.1	+	215552	216211	NA	CDS	NA	NA	PF13463	MarR family winged helix-turn-helix transcriptional regulator	PF13463	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289927.1	+	216256	217746	NA	CDS	NA	NA	PF01593	phytoene desaturase family protein	PF01593	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289928.1	+	217748	218584	NA	CDS	NA	NA	PF00494	phytoene/squalene synthase family protein	PF00494	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_317131585.1	+	218746	219105	NA	CDS	NA	NA	NA	SRPBCC family protein	SRPBCC family protein	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289930.1	+	219107	219559	NA	CDS	NA	NA	NA	sterol desaturase family protein	sterol desaturase family protein	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289931.1	+	219556	220245	NA	CDS	NA	CC;CP	PF18916;TIGR03462;PF18916;TIGR03462;K17841	Lycopene cyclase;lycopene cyclase domain	PF18916	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289932.1	+	220235	220783	NA	CDS	NA	NA	PF08212	lipocalin family protein	PF08212	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289933.1	+	220958	221257	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289934.1	+	221516	222196	NA	CDS	NA	NA	NA	MarR family winged helix-turn-helix transcriptional regulator	MarR family winged helix-turn-helix transcriptional regulator	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289935.1	+	222601	222843	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289936.1	-	223077	223877	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289937.1	-	223882	224604	NA	CDS	NA	PC	PF12640	UPF0489 domain	PF12640	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289938.1	-	224606	228355	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289939.1	-	228593	229978	NA	CDS	mnmE	NA	PF01926;PF10396;PF12631	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289940.1	+	230441	231493	NA	CDS	NA	CP	NA	hypothetical protein	hypothetical protein	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289941.1	+	231511	232026	NA	CDS	NA	CP	NA	hypothetical protein	hypothetical protein	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_103234178.1	-	232214	232684	NA	CDS	NA	CP	PF17805;PF02295;K05800;COG1522;TIGR02702	DNA-binding transcriptional regulator, Lrp family	PF01037;PF13412	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289942.1	+	232829	234217	NA	CDS	NA	NA	PF07690	MFS transporter	PF07690	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289943.1	+	234331	235077	NA	CDS	NA	VV	PF00149;TIGR00619;COG0420;K07096;PF14582;TIGR03729;COG1768;K07099	exonuclease SbcD;putative phosphoesterase	PF00149	phage
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289944.1	+	235155	236069	NA	CDS	NA	NA	PF12833	helix-turn-helix domain-containing protein	PF12833	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289945.1	+	236288	237433	NA	CDS	NA	NA	PF16576	efflux RND transporter periplasmic adaptor subunit	PF16576	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_152289946.1	+	237443	240583	NA	CDS	NA	NA	PF00873	efflux RND transporter permease subunit	PF00873	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_228409990.1	+	240601	242013	NA	CDS	NA	NA	PF02321	efflux transporter outer membrane subunit	PF02321	else
WP_152289938.1	III	GCF_008386485.1	NZ_VTPV01000005.1	WP_109737998.1	+	242073	242624	NA	CDS	NA	CC	PF10851	DUF2652 domain-containing protein	PF10851	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_317131888.1	+	71	376	RM_type_I	CDS	NA	NA	PF02384	MTase_I	MTase_I	RM_type_I
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	NA	+	589	1515	RM_type_I	NA	NA	NA	NA	Specificity_I	Specificity_I	RM_type_I
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748235.1	+	1573	2556	NA	CDS	xerA	NA	PF00589;PF13495	site-specific tyrosine recombinase/integron integrase	xerA	integrase
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	NA	+	2963	3619	RM_type_I	NA	NA	NA	NA	Specificity_I	Specificity_I	RM_type_I
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748231.1	+	3652	6582	RM_type_I	CDS	NA	NA	PF04313;PF18766;PF22679	REase_I	REase_I	RM_type_I
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	NA	+	6606	8425	HEC-05	NA	NA	NA	NA	HEC-05	HEC-05	HEC-05
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748218.1	+	8478	12098	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748216.1	-	12219	12758	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748214.1	-	12763	13974	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748212.1	-	13971	14390	NA	CDS	NA	NA	PF21983	plasmid mobilization protein	PF21983	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748210.1	-	14693	15763	NA	CDS	NA	NA	PF13481	AAA family ATPase	PF13481	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748204.1	-	15766	16140	NA	CDS	NA	NA	PF12728	helix-turn-helix domain-containing protein	PF12728	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748202.1	-	16240	17013	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_007748199.1	-	17181	18194	NA	CDS	NA	NA	PF00589;PF13102	tyrosine-type recombinase/integrase	PF00589;PF13102	integrase
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_032839100.1	-	18410	20161	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_005848442.1	-	20167	23643	NA	CDS	NA	NA	PF13289	SIR2 family NAD-dependent protein deacylase	PF13289	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_005848444.1	-	23734	24720	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_005848446.1	-	24725	25012	NA	CDS	NA	NA	PF13560	helix-turn-helix domain-containing protein	PF13560	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	WP_032839098.1	-	25015	26073	PDC-S02	CDS	NA	NA	PF06250;PF17761	PDC-S02	PDC-S02	else
WP_007748218.1	VIII	GCF_008571515.1	NZ_VWAG01000009.1	F2Z09_RS07030	-	26361	26469	NA	rRNA	rrf	NA	NA	5S ribosomal RNA	rrf	rRNA
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_053261238.1	+	348285	349019	NA	CDS	NA	NA	PF03358	flavodoxin family protein	PF03358	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051225.1	+	349051	350169	NA	CDS	NA	CC	PF06224;COG3214	Winged helix DNA-binding domain	PF06224	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_223815942.1	+	350204	355705	NA	CDS	NA	NA	PF00501;PF00550;PF00668;PF13193	non-ribosomal peptide synthetase	PF00501;PF00550;PF00668;PF13193	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_087090952.1	+	355702	357027	NA	CDS	NA	NA	NA	phenylacetate--CoA ligase family protein	phenylacetate--CoA ligase family protein	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_190304710.1	+	357024	357197	NA	CDS	NA	NA	PF00117	glutamine amidotransferase-related protein	PF00117	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051229.1	+	357270	358694	NA	CDS	NA	NA	PF07690	MFS transporter	PF07690	else
